1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,y
1924.463889,0,0,162.725,1329.194444,0,3557.033333,2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0
0,0,162.725,1329.194444,0,3557.033333,2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0
0,162.725,1329.194444,0,3557.033333,2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0
162.725,1329.194444,0,3557.033333,2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0
1329.194444,0,3557.033333,2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0
0,3557.033333,2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275
3557.033333,2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749
2848.983333,1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556
1294.080556,19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222
19.42222222,0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0
0,0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333
0,0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0
0,0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0
0,0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0
0,3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0
3816.338889,0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0
0,0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889
0,3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0
3789.961111,1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222
1224.077778,17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0
17.77777778,0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0
0,0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0
0,0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0
0,0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0
0,0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778
0,0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0
0,0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0
0,0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0
0,3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111
3189.275,830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0
830.3509749,60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0
60.45555556,0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0
0.472222222,0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0
0,2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0
2001.733333,0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0
0,0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0
0,0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0
0,0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0
0,0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556
0,2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667
2090.963889,0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222
0,1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125
1242.597222,0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111
0,0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111
0,0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0
0,0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0
0,0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0
0,1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0
1059.002778,0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0
0,0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0
0,0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0
0,524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0
524.0111111,0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333
0,0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0
0,0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333
0,0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444
0,0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0
0,0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0
0,0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0
0,0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0
0,0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0
0,1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0
1628.630556,2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0
2633.766667,2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556
2563.622222,489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0
489.125,1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889
1656.261111,1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0
1869.061111,0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375
0,0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222
0,0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0
0,0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0
0,0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0,0
0,0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0,0,0
0,0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0,0,0,0
0,0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0,0,0,0,0
0,1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0,0,0,0,0,0
1177.458333,0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0,0,0,0,0,0,0
0,1088.433333,711.4194444,0,0,0,0,0,0,0,1838.755556,0,1054.488889,0,205.375,327.0972222,0,0,0,0,0,0,0,0,1160.622222
