0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,y
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556
2,0.0,0.0,0.0,0.0,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0
3,0.0,0.0,0.0,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0
4,0.0,0.0,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0
5,0.0,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0
6,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0
7,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0
8,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2
10,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0
11,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889
12,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0
13,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425
22,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003
23,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003,950.875
24,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003,950.875,0.0
25,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003,950.875,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003,950.875,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003,950.875,0.0,0.0,0.0,0.0
