,PV output,PeriodStart,hours
873,48.68333333,2018/12/03,09
869,0.0,2018/12/03,05
901,1552.488889,2018/12/04,13
902,918.3777777999999,2018/12/04,14
903,319.5777778,2018/12/04,15
904,0.0,2018/12/04,16
905,0.0,2018/12/04,17
907,0.0,2018/12/04,19
908,0.0,2018/12/04,20
909,0.0,2018/12/04,21
910,0.0,2018/12/04,22
900,1842.05571,2018/12/04,12
906,0.0,2018/12/04,18
911,0.0,2018/12/04,23
899,888.075,2018/12/04,11
897,674.2305556,2018/12/04,09
896,0.0,2018/12/04,08
895,0.0,2018/12/04,07
894,0.0,2018/12/04,06
893,0.0,2018/12/04,05
892,0.0,2018/12/04,04
891,0.0,2018/12/04,03
890,0.0,2018/12/04,02
889,0.0,2018/12/04,01
888,0.0,2018/12/04,00
898,886.5416667000002,2018/12/04,10
926,1231.375,2018/12/05,14
927,460.7444444,2018/12/05,15
928,0.0,2018/12/05,16
929,0.0,2018/12/05,17
925,1254.011111,2018/12/05,13
931,0.0,2018/12/05,19
932,0.0,2018/12/05,20
933,0.0,2018/12/05,21
934,0.0,2018/12/05,22
930,0.0,2018/12/05,18
924,1753.0277780000001,2018/12/05,12
935,0.0,2018/12/05,23
922,1102.188889,2018/12/05,10
912,0.0,2018/12/05,00
913,0.0,2018/12/05,01
914,0.0,2018/12/05,02
915,0.0,2018/12/05,03
916,0.0,2018/12/05,04
923,1816.7111109999998,2018/12/05,11
918,0.0,2018/12/05,06
919,0.0,2018/12/05,07
920,0.0,2018/12/05,08
921,322.5472222,2018/12/05,09
917,0.0,2018/12/05,05
958,0.0,2018/12/06,22
957,0.0,2018/12/06,21
956,0.0,2018/12/06,20
955,0.0,2018/12/06,19
954,0.0,2018/12/06,18
953,0.0,2018/12/06,17
952,0.0,2018/12/06,16
951,566.6277778,2018/12/06,15
950,1331.977778,2018/12/06,14
949,2410.347222,2018/12/06,13
948,2271.644444,2018/12/06,12
959,0.0,2018/12/06,23
946,840.6444444,2018/12/06,10
936,0.0,2018/12/06,00
937,0.0,2018/12/06,01
938,0.0,2018/12/06,02
939,0.0,2018/12/06,03
940,0.0,2018/12/06,04
947,1439.936111,2018/12/06,11
942,0.0,2018/12/06,06
943,0.0,2018/12/06,07
944,0.0,2018/12/06,08
945,290.5527778,2018/12/06,09
941,0.0,2018/12/06,05
973,1570.325,2018/12/07,13
974,1303.902778,2018/12/07,14
975,377.3583333,2018/12/07,15
976,0.0,2018/12/07,16
977,0.0,2018/12/07,17
979,0.0,2018/12/07,19
980,0.0,2018/12/07,20
981,0.0,2018/12/07,21
982,0.0,2018/12/07,22
972,2093.311111,2018/12/07,12
978,0.0,2018/12/07,18
983,0.0,2018/12/07,23
971,1724.672222,2018/12/07,11
969,367.31944439999995,2018/12/07,09
970,1384.986111,2018/12/07,10
960,0.0,2018/12/07,00
961,0.0,2018/12/07,01
962,0.0,2018/12/07,02
963,0.0,2018/12/07,03
965,0.0,2018/12/07,05
966,0.0,2018/12/07,06
967,0.0,2018/12/07,07
968,0.0,2018/12/07,08
964,0.0,2018/12/07,04
1007,0.0,2018/12/08,23
997,464.13333330000006,2018/12/08,13
998,70.54166667,2018/12/08,14
999,251.1361111,2018/12/08,15
1000,0.0,2018/12/08,16
1003,0.0,2018/12/08,19
1002,0.0,2018/12/08,18
1004,0.0,2018/12/08,20
1005,0.0,2018/12/08,21
996,894.6888889,2018/12/08,12
1001,0.0,2018/12/08,17
1006,0.0,2018/12/08,22
995,452.2,2018/12/08,11
993,718.0611111000001,2018/12/08,09
984,0.0,2018/12/08,00
985,0.0,2018/12/08,01
986,0.0,2018/12/08,02
987,0.0,2018/12/08,03
994,209.4222222,2018/12/08,10
989,0.0,2018/12/08,05
990,0.0,2018/12/08,06
991,0.0,2018/12/08,07
992,0.0,2018/12/08,08
988,0.0,2018/12/08,04
1022,809.3944444,2018/12/09,14
1031,0.0,2018/12/09,23
1030,0.0,2018/12/09,22
1029,0.0,2018/12/09,21
1028,0.0,2018/12/09,20
1027,0.0,2018/12/09,19
1026,0.0,2018/12/09,18
1025,0.0,2018/12/09,17
1024,0.0,2018/12/09,16
1023,186.40277780000002,2018/12/09,15
1021,1143.808333,2018/12/09,13
1020,1109.733333,2018/12/09,12
1008,0.0,2018/12/09,00
1019,1576.4,2018/12/09,11
1009,0.0,2018/12/09,01
1010,0.0,2018/12/09,02
1012,0.0,2018/12/09,04
1013,0.0,2018/12/09,05
1011,0.0,2018/12/09,03
1015,0.0,2018/12/09,07
1016,0.0,2018/12/09,08
1017,96.01944444,2018/12/09,09
1018,331.21666669999996,2018/12/09,10
1014,0.0,2018/12/09,06
1049,0.0,2018/12/10,17
1046,674.3305556,2018/12/10,14
1047,0.0,2018/12/10,15
1048,0.42222222200000004,2018/12/10,16
1050,0.0,2018/12/10,18
1045,1653.013889,2018/12/10,13
1052,0.0,2018/12/10,20
1053,0.0,2018/12/10,21
1054,0.0,2018/12/10,22
1055,0.0,2018/12/10,23
1051,0.0,2018/12/10,19
1044,1637.483333,2018/12/10,12
1032,0.0,2018/12/10,00
1042,500.90277779999997,2018/12/10,10
1041,0.0,2018/12/10,09
1040,0.0,2018/12/10,08
1039,0.0,2018/12/10,07
1038,0.0,2018/12/10,06
1037,0.0,2018/12/10,05
1036,0.0,2018/12/10,04
1035,0.0,2018/12/10,03
1034,0.0,2018/12/10,02
1033,0.0,2018/12/10,01
1043,880.4833332999999,2018/12/10,11
1070,1034.183333,2018/12/11,14
1071,277.9611111,2018/12/11,15
1072,0.0,2018/12/11,16
1073,0.0,2018/12/11,17
1074,0.0,2018/12/11,18
1079,0.0,2018/12/11,23
1076,0.0,2018/12/11,20
1077,0.0,2018/12/11,21
1078,0.0,2018/12/11,22
1069,1657.9527779999999,2018/12/11,13
1075,0.0,2018/12/11,19
1068,3024.911111,2018/12/11,12
1061,0.0,2018/12/11,05
1066,1462.727778,2018/12/11,10
1056,0.0,2018/12/11,00
1057,0.0,2018/12/11,01
1058,0.0,2018/12/11,02
1059,0.0,2018/12/11,03
1060,0.0,2018/12/11,04
1067,2675.722222,2018/12/11,11
1062,0.0,2018/12/11,06
1063,0.0,2018/12/11,07
1064,0.0,2018/12/11,08
1065,491.65277779999997,2018/12/11,09
1103,0.0,2018/12/12,23
1102,0.0,2018/12/12,22
1101,0.0,2018/12/12,21
1100,0.0,2018/12/12,20
1099,0.0,2018/12/12,19
1098,0.0,2018/12/12,18
1097,0.0,2018/12/12,17
1096,0.0,2018/12/12,16
1094,1514.4194439999999,2018/12/12,14
1093,2346.2416670000002,2018/12/12,13
1092,2726.191667,2018/12/12,12
1095,299.6694444,2018/12/12,15
1090,1314.433333,2018/12/12,10
1091,2193.611111,2018/12/12,11
1081,0.0,2018/12/12,01
1082,0.0,2018/12/12,02
1083,0.0,2018/12/12,03
1084,0.0,2018/12/12,04
1080,0.0,2018/12/12,00
1086,0.0,2018/12/12,06
1087,0.0,2018/12/12,07
1088,0.0,2018/12/12,08
1089,426.8694444,2018/12/12,09
1085,0.0,2018/12/12,05
1118,588.9972222,2018/12/13,14
1119,108.69722220000001,2018/12/13,15
1120,0.0,2018/12/13,16
1121,0.0,2018/12/13,17
1122,0.0,2018/12/13,18
1124,0.0,2018/12/13,20
1125,0.0,2018/12/13,21
1126,0.0,2018/12/13,22
1127,0.0,2018/12/13,23
1117,2927.455556,2018/12/13,13
1123,0.0,2018/12/13,19
1116,2683.319444,2018/12/13,12
1107,0.0,2018/12/13,03
1114,1661.9694439999998,2018/12/13,10
1115,2148.831884,2018/12/13,11
1105,0.0,2018/12/13,01
1106,0.0,2018/12/13,02
1108,0.0,2018/12/13,04
1104,0.0,2018/12/13,00
1110,0.0,2018/12/13,06
1111,0.0,2018/12/13,07
1112,0.0,2018/12/13,08
1113,869.3638889,2018/12/13,09
1109,0.0,2018/12/13,05
1141,1548.427778,2018/12/14,13
1151,0.0,2018/12/14,23
1150,0.0,2018/12/14,22
1149,0.0,2018/12/14,21
1148,0.0,2018/12/14,20
1147,0.0,2018/12/14,19
1146,0.0,2018/12/14,18
1145,0.0,2018/12/14,17
1144,0.0,2018/12/14,16
1142,1171.4694439999998,2018/12/14,14
1140,1615.0805560000001,2018/12/14,12
1143,293.36944439999996,2018/12/14,15
1138,104.8527778,2018/12/14,10
1129,0.0,2018/12/14,01
1130,0.0,2018/12/14,02
1131,0.0,2018/12/14,03
1132,0.0,2018/12/14,04
1133,0.0,2018/12/14,05
1128,0.0,2018/12/14,00
1135,0.0,2018/12/14,07
1139,868.9083332999999,2018/12/14,11
1136,0.0,2018/12/14,08
1137,0.0,2018/12/14,09
1134,0.0,2018/12/14,06
1165,654.2638889,2018/12/15,13
1174,0.0,2018/12/15,22
1173,0.0,2018/12/15,21
1172,0.0,2018/12/15,20
1171,0.0,2018/12/15,19
1170,0.0,2018/12/15,18
1169,0.0,2018/12/15,17
1168,0.0,2018/12/15,16
1167,0.0,2018/12/15,15
1166,84.54444444,2018/12/15,14
1164,674.8916667000001,2018/12/15,12
1175,0.0,2018/12/15,23
1162,15.49444444,2018/12/15,10
1152,0.0,2018/12/15,00
1153,0.0,2018/12/15,01
1154,0.0,2018/12/15,02
1155,0.0,2018/12/15,03
1156,0.0,2018/12/15,04
1163,455.8166666999999,2018/12/15,11
1158,0.0,2018/12/15,06
1159,0.0,2018/12/15,07
1160,0.0,2018/12/15,08
1161,0.0,2018/12/15,09
1157,0.0,2018/12/15,05
1189,0.0,2018/12/16,13
1190,0.0,2018/12/16,14
1191,0.0,2018/12/16,15
1192,0.0,2018/12/16,16
1193,0.0,2018/12/16,17
1195,0.0,2018/12/16,19
1196,0.0,2018/12/16,20
1197,0.0,2018/12/16,21
1198,0.0,2018/12/16,22
1188,0.0,2018/12/16,12
1194,0.0,2018/12/16,18
1199,0.0,2018/12/16,23
1187,0.0,2018/12/16,11
1185,0.0,2018/12/16,09
1184,0.0,2018/12/16,08
1183,0.0,2018/12/16,07
1182,0.0,2018/12/16,06
1181,0.0,2018/12/16,05
1180,0.0,2018/12/16,04
1179,0.0,2018/12/16,03
1178,0.0,2018/12/16,02
1177,0.0,2018/12/16,01
1176,0.0,2018/12/16,00
1186,0.0,2018/12/16,10
1214,949.3527777999999,2018/12/17,14
1215,387.4166667,2018/12/17,15
1216,0.0,2018/12/17,16
1217,0.0,2018/12/17,17
1218,0.0,2018/12/17,18
1223,0.0,2018/12/17,23
1220,0.0,2018/12/17,20
1221,0.0,2018/12/17,21
1222,0.0,2018/12/17,22
1213,1427.808333,2018/12/17,13
1219,0.0,2018/12/17,19
1212,553.7888889,2018/12/17,12
1203,0.0,2018/12/17,03
1210,90.59444444,2018/12/17,10
1209,0.0,2018/12/17,09
1208,0.0,2018/12/17,08
1207,0.0,2018/12/17,07
1206,0.0,2018/12/17,06
1205,0.0,2018/12/17,05
1204,0.0,2018/12/17,04
1211,314.725,2018/12/17,11
1202,0.0,2018/12/17,02
1201,0.0,2018/12/17,01
1200,0.0,2018/12/17,00
1238,1014.647222,2018/12/18,14
1239,552.1833333,2018/12/18,15
1240,0.0,2018/12/18,16
1241,0.0,2018/12/18,17
1242,0.0,2018/12/18,18
1247,0.0,2018/12/18,23
1244,0.0,2018/12/18,20
1245,0.0,2018/12/18,21
1246,0.0,2018/12/18,22
1237,1265.377778,2018/12/18,13
1243,0.0,2018/12/18,19
1236,1387.0861109999998,2018/12/18,12
1235,1777.669444,2018/12/18,11
1234,1478.194444,2018/12/18,10
1225,0.0,2018/12/18,01
1226,0.0,2018/12/18,02
1227,0.0,2018/12/18,03
1228,0.0,2018/12/18,04
1224,0.0,2018/12/18,00
1230,0.0,2018/12/18,06
1231,0.0,2018/12/18,07
1232,0.0,2018/12/18,08
1233,282.6,2018/12/18,09
1229,0.0,2018/12/18,05
1261,444.9222222,2018/12/19,13
1270,0.0,2018/12/19,22
1269,0.0,2018/12/19,21
1268,0.0,2018/12/19,20
1267,0.0,2018/12/19,19
1266,0.0,2018/12/19,18
1265,0.0,2018/12/19,17
1264,0.0,2018/12/19,16
1263,0.0,2018/12/19,15
1262,47.03611111,2018/12/19,14
1260,119.99722220000001,2018/12/19,12
1271,0.0,2018/12/19,23
1258,148.5361111,2018/12/19,10
1248,0.0,2018/12/19,00
1249,0.0,2018/12/19,01
1250,0.0,2018/12/19,02
1251,0.0,2018/12/19,03
1252,0.0,2018/12/19,04
1259,499.6277778,2018/12/19,11
1254,0.0,2018/12/19,06
1255,0.0,2018/12/19,07
1256,0.45555555600000003,2018/12/19,08
1257,0.0,2018/12/19,09
1253,0.0,2018/12/19,05
1285,1133.769444,2018/12/20,13
1294,0.0,2018/12/20,22
1293,0.0,2018/12/20,21
1292,0.0,2018/12/20,20
1291,0.0,2018/12/20,19
1290,0.0,2018/12/20,18
1289,0.0,2018/12/20,17
1288,0.0,2018/12/20,16
1287,44.09722222,2018/12/20,15
1286,1116.55,2018/12/20,14
1284,1325.597222,2018/12/20,12
1295,0.0,2018/12/20,23
1282,1372.05,2018/12/20,10
1272,0.0,2018/12/20,00
1273,0.0,2018/12/20,01
1274,0.0,2018/12/20,02
1275,0.0,2018/12/20,03
1276,0.0,2018/12/20,04
1283,1322.7055560000001,2018/12/20,11
1278,0.0,2018/12/20,06
1279,0.0,2018/12/20,07
1280,0.0,2018/12/20,08
1281,789.675,2018/12/20,09
1277,0.0,2018/12/20,05
1309,102.4055556,2018/12/21,13
1310,44.27777778,2018/12/21,14
1311,0.0,2018/12/21,15
1312,0.0,2018/12/21,16
1313,0.0,2018/12/21,17
1315,0.0,2018/12/21,19
1316,0.0,2018/12/21,20
1317,0.0,2018/12/21,21
1318,0.0,2018/12/21,22
1308,189.62777780000002,2018/12/21,12
1314,0.0,2018/12/21,18
1319,0.0,2018/12/21,23
1307,337.3083333,2018/12/21,11
1305,0.0,2018/12/21,09
1304,0.0,2018/12/21,08
1303,0.0,2018/12/21,07
1302,0.0,2018/12/21,06
1301,0.0,2018/12/21,05
1300,0.0,2018/12/21,04
1299,0.0,2018/12/21,03
1298,0.0,2018/12/21,02
1297,0.0,2018/12/21,01
1296,0.0,2018/12/21,00
1306,17.22777778,2018/12/21,10
1334,261.2916667,2018/12/22,14
1336,0.0,2018/12/22,16
1337,0.0,2018/12/22,17
1338,0.0,2018/12/22,18
1333,924.5,2018/12/22,13
1340,0.0,2018/12/22,20
1341,0.0,2018/12/22,21
1342,0.0,2018/12/22,22
1343,0.0,2018/12/22,23
1339,0.0,2018/12/22,19
1331,978.6638889000001,2018/12/22,11
1335,174.85555559999997,2018/12/22,15
1332,1207.247222,2018/12/22,12
1321,0.0,2018/12/22,01
1322,0.0,2018/12/22,02
1323,0.0,2018/12/22,03
1324,0.0,2018/12/22,04
1325,0.0,2018/12/22,05
1320,0.0,2018/12/22,00
1327,0.0,2018/12/22,07
1330,935.9694444,2018/12/22,10
1328,0.0,2018/12/22,08
1329,628.4444444000001,2018/12/22,09
1326,0.0,2018/12/22,06
1358,0.0,2018/12/23,14
1359,0.0,2018/12/23,15
1360,0.0,2018/12/23,16
1361,0.0,2018/12/23,17
1362,0.0,2018/12/23,18
1364,0.0,2018/12/23,20
1365,0.0,2018/12/23,21
1366,0.0,2018/12/23,22
1367,0.0,2018/12/23,23
1357,423.79166669999995,2018/12/23,13
1363,0.0,2018/12/23,19
1356,420.9111111,2018/12/23,12
1355,0.0,2018/12/23,11
1354,0.0,2018/12/23,10
1345,0.0,2018/12/23,01
1346,0.0,2018/12/23,02
1347,0.0,2018/12/23,03
1348,0.0,2018/12/23,04
1344,0.0,2018/12/23,00
1350,0.0,2018/12/23,06
1351,0.0,2018/12/23,07
1352,0.0,2018/12/23,08
1353,0.0,2018/12/23,09
1349,0.0,2018/12/23,05
1381,1034.857143,2018/12/24,13
1390,0.0,2018/12/24,22
1389,0.0,2018/12/24,21
1388,0.0,2018/12/24,20
1387,0.0,2018/12/24,19
1386,0.0,2018/12/24,18
1385,0.0,2018/12/24,17
1384,22.26666667,2018/12/24,16
1383,498.3055556,2018/12/24,15
1382,592.9027778,2018/12/24,14
1380,0.0,2018/12/24,12
1391,0.0,2018/12/24,23
1378,0.0,2018/12/24,10
1368,0.0,2018/12/24,00
1369,0.0,2018/12/24,01
1370,0.0,2018/12/24,02
1371,0.0,2018/12/24,03
1372,0.0,2018/12/24,04
1379,0.0,2018/12/24,11
1374,0.0,2018/12/24,06
1375,0.0,2018/12/24,07
1376,0.0,2018/12/24,08
1377,0.0,2018/12/24,09
1373,0.0,2018/12/24,05
1405,2554.363889,2018/12/25,13
1414,0.0,2018/12/25,22
1413,0.0,2018/12/25,21
1412,0.0,2018/12/25,20
1411,0.0,2018/12/25,19
1410,0.0,2018/12/25,18
1409,0.0,2018/12/25,17
1408,0.0,2018/12/25,16
1407,531.9472222,2018/12/25,15
1406,1708.980556,2018/12/25,14
1404,2555.372222,2018/12/25,12
1415,0.0,2018/12/25,23
1402,934.7472222000001,2018/12/25,10
1392,0.0,2018/12/25,00
1393,0.0,2018/12/25,01
1394,0.0,2018/12/25,02
1395,0.0,2018/12/25,03
1396,0.0,2018/12/25,04
1403,2259.7583329999998,2018/12/25,11
1398,0.0,2018/12/25,06
1399,0.0,2018/12/25,07
1400,0.483333333,2018/12/25,08
1401,208.9194444,2018/12/25,09
1397,0.0,2018/12/25,05
1429,800.0444444,2018/12/26,13
1430,662.5611111000001,2018/12/26,14
1431,35.43333333,2018/12/26,15
1432,0.0,2018/12/26,16
1433,0.0,2018/12/26,17
1435,0.0,2018/12/26,19
1436,0.0,2018/12/26,20
1437,0.0,2018/12/26,21
1438,0.0,2018/12/26,22
1428,930.8111111,2018/12/26,12
1434,0.0,2018/12/26,18
1439,0.0,2018/12/26,23
1427,787.2527778,2018/12/26,11
1425,0.0,2018/12/26,09
1424,0.425,2018/12/26,08
1423,0.0,2018/12/26,07
1422,0.0,2018/12/26,06
1421,0.0,2018/12/26,05
1420,0.0,2018/12/26,04
1419,0.0,2018/12/26,03
1418,0.0,2018/12/26,02
1417,0.0,2018/12/26,01
1416,0.0,2018/12/26,00
1426,238.3638889,2018/12/26,10
1454,738.3083333,2018/12/27,14
1455,135.6944444,2018/12/27,15
1456,0.0,2018/12/27,16
1457,0.0,2018/12/27,17
1453,1240.877778,2018/12/27,13
1459,0.0,2018/12/27,19
1460,0.0,2018/12/27,20
1461,0.0,2018/12/27,21
1462,0.0,2018/12/27,22
1458,0.0,2018/12/27,18
1452,1152.872222,2018/12/27,12
1463,0.0,2018/12/27,23
1450,180.8305556,2018/12/27,10
1440,0.0,2018/12/27,00
1441,0.0,2018/12/27,01
1442,0.0,2018/12/27,02
1443,0.0,2018/12/27,03
1444,0.0,2018/12/27,04
1451,658.1611111000001,2018/12/27,11
1446,0.0,2018/12/27,06
1447,0.0,2018/12/27,07
1448,0.0,2018/12/27,08
1449,0.0,2018/12/27,09
1445,0.0,2018/12/27,05
1486,0.0,2018/12/28,22
1485,0.0,2018/12/28,21
1484,0.0,2018/12/28,20
1483,0.0,2018/12/28,19
1482,0.0,2018/12/28,18
1481,0.0,2018/12/28,17
1480,0.430555556,2018/12/28,16
1479,33.175,2018/12/28,15
1478,50.64444444,2018/12/28,14
1477,798.1472222,2018/12/28,13
1476,921.9,2018/12/28,12
1487,0.0,2018/12/28,23
1474,769.9083333,2018/12/28,10
1464,0.0,2018/12/28,00
1465,0.0,2018/12/28,01
1466,0.0,2018/12/28,02
1467,0.0,2018/12/28,03
1468,0.0,2018/12/28,04
1475,231.8277778,2018/12/28,11
1470,0.0,2018/12/28,06
1471,0.0,2018/12/28,07
1472,0.0,2018/12/28,08
1473,89.66388889,2018/12/28,09
1469,0.0,2018/12/28,05
1501,852.2777777999999,2018/12/29,13
1502,464.8,2018/12/29,14
1503,0.0,2018/12/29,15
1504,0.0,2018/12/29,16
1505,0.0,2018/12/29,17
1507,0.0,2018/12/29,19
1508,0.0,2018/12/29,20
1509,0.0,2018/12/29,21
1510,0.0,2018/12/29,22
1500,849.45,2018/12/29,12
1506,0.0,2018/12/29,18
1511,0.0,2018/12/29,23
1499,802.2722222,2018/12/29,11
1497,0.0,2018/12/29,09
1498,219.13055559999998,2018/12/29,10
1488,0.0,2018/12/29,00
1489,0.0,2018/12/29,01
1490,0.0,2018/12/29,02
1491,0.0,2018/12/29,03
1493,0.0,2018/12/29,05
1494,0.0,2018/12/29,06
1495,0.0,2018/12/29,07
1496,0.0,2018/12/29,08
1492,0.0,2018/12/29,04
1535,0.0,2018/12/30,23
1525,1098.522222,2018/12/30,13
1526,1339.4527779999999,2018/12/30,14
1527,874.6777778,2018/12/30,15
1528,122.78055559999999,2018/12/30,16
1531,0.0,2018/12/30,19
1530,0.0,2018/12/30,18
1532,0.0,2018/12/30,20
1533,0.0,2018/12/30,21
1524,914.4722222000001,2018/12/30,12
1529,0.0,2018/12/30,17
1534,0.0,2018/12/30,22
1523,1150.5444439999999,2018/12/30,11
1521,209.28055559999999,2018/12/30,09
1512,0.0,2018/12/30,00
1513,0.0,2018/12/30,01
1514,0.0,2018/12/30,02
1515,0.0,2018/12/30,03
1522,901.9055556,2018/12/30,10
1517,0.0,2018/12/30,05
1518,0.0,2018/12/30,06
1519,0.0,2018/12/30,07
1520,0.0,2018/12/30,08
1516,0.0,2018/12/30,04
1550,1744.969444,2018/12/31,14
1559,0.0,2018/12/31,23
1558,0.0,2018/12/31,22
1557,0.0,2018/12/31,21
1556,0.0,2018/12/31,20
1555,0.0,2018/12/31,19
1554,0.0,2018/12/31,18
1553,0.0,2018/12/31,17
1552,8.225,2018/12/31,16
1551,947.5388889000001,2018/12/31,15
1549,1516.791667,2018/12/31,13
1548,2018.7,2018/12/31,12
1536,0.0,2018/12/31,00
1547,2206.716667,2018/12/31,11
1537,0.0,2018/12/31,01
1538,0.0,2018/12/31,02
1540,0.0,2018/12/31,04
1541,0.0,2018/12/31,05
1539,0.0,2018/12/31,03
1543,0.0,2018/12/31,07
1544,0.0,2018/12/31,08
1545,444.0666666999999,2018/12/31,09
1546,1385.1694439999999,2018/12/31,10
1542,0.0,2018/12/31,06
1577,0.0,2019/01/01,17
1574,1080.7972220000001,2019/01/01,14
1575,144.44166669999998,2019/01/01,15
1576,0.0,2019/01/01,16
1578,0.0,2019/01/01,18
1573,976.9361111,2019/01/01,13
1580,0.0,2019/01/01,20
1581,0.0,2019/01/01,21
1582,0.0,2019/01/01,22
1583,0.0,2019/01/01,23
1579,0.0,2019/01/01,19
1572,1037.319444,2019/01/01,12
1560,0.0,2019/01/01,00
1570,436.15833330000004,2019/01/01,10
1569,110.13333329999999,2019/01/01,09
1568,0.433333333,2019/01/01,08
1567,0.0,2019/01/01,07
1566,0.0,2019/01/01,06
1565,0.0,2019/01/01,05
1564,0.0,2019/01/01,04
1563,0.0,2019/01/01,03
1562,0.0,2019/01/01,02
1561,0.0,2019/01/01,01
1571,687.1722222,2019/01/01,11
1597,997.1527777999999,2019/01/02,13
1598,855.1111110999999,2019/01/02,14
1599,3.880555556,2019/01/02,15
1600,0.0,2019/01/02,16
1601,0.0,2019/01/02,17
1606,0.0,2019/01/02,22
1603,0.0,2019/01/02,19
1604,0.0,2019/01/02,20
1605,0.0,2019/01/02,21
1607,0.0,2019/01/02,23
1602,0.0,2019/01/02,18
1596,1331.902778,2019/01/02,12
1595,2043.4416670000003,2019/01/02,11
1593,520.1138889,2019/01/02,09
1584,0.0,2019/01/02,00
1585,0.0,2019/01/02,01
1586,0.0,2019/01/02,02
1587,0.0,2019/01/02,03
1594,1361.713889,2019/01/02,10
1589,0.0,2019/01/02,05
1590,0.0,2019/01/02,06
1591,0.0,2019/01/02,07
1592,46.17270195,2019/01/02,08
1588,0.0,2019/01/02,04
1631,0.0,2019/01/03,23
1630,0.0,2019/01/03,22
1629,0.0,2019/01/03,21
1628,0.0,2019/01/03,20
1627,0.0,2019/01/03,19
1626,0.0,2019/01/03,18
1625,0.0,2019/01/03,17
1624,0.0,2019/01/03,16
1622,1765.938889,2019/01/03,14
1621,2490.211111,2019/01/03,13
1620,2647.086111,2019/01/03,12
1623,487.9,2019/01/03,15
1618,1494.838889,2019/01/03,10
1619,2417.441667,2019/01/03,11
1609,0.0,2019/01/03,01
1610,0.0,2019/01/03,02
1611,0.0,2019/01/03,03
1612,0.0,2019/01/03,04
1608,0.0,2019/01/03,00
1614,0.0,2019/01/03,06
1615,0.0,2019/01/03,07
1616,0.0,2019/01/03,08
1617,397.4527778,2019/01/03,09
1613,0.0,2019/01/03,05
1646,1991.3833329999998,2019/01/04,14
1647,1062.313889,2019/01/04,15
1648,0.0,2019/01/04,16
1649,0.0,2019/01/04,17
1650,0.0,2019/01/04,18
1652,0.0,2019/01/04,20
1653,0.0,2019/01/04,21
1654,0.0,2019/01/04,22
1655,0.0,2019/01/04,23
1645,2538.055556,2019/01/04,13
1651,0.0,2019/01/04,19
1644,2593.877778,2019/01/04,12
1634,0.0,2019/01/04,02
1642,1686.7222219999999,2019/01/04,10
1643,2188.736111,2019/01/04,11
1633,0.0,2019/01/04,01
1635,0.0,2019/01/04,03
1636,0.0,2019/01/04,04
1632,0.0,2019/01/04,00
1638,0.0,2019/01/04,06
1639,0.0,2019/01/04,07
1640,0.863888889,2019/01/04,08
1641,802.5583333,2019/01/04,09
1637,0.0,2019/01/04,05
1669,38.41388889,2019/01/05,13
1679,0.0,2019/01/05,23
1678,0.0,2019/01/05,22
1677,0.0,2019/01/05,21
1676,0.0,2019/01/05,20
1675,0.0,2019/01/05,19
1674,0.0,2019/01/05,18
1673,0.0,2019/01/05,17
1672,0.46388888899999997,2019/01/05,16
1670,0.0,2019/01/05,14
1668,67.07222222,2019/01/05,12
1671,205.55277780000003,2019/01/05,15
1666,21.31388889,2019/01/05,10
1657,0.0,2019/01/05,01
1658,0.0,2019/01/05,02
1659,0.0,2019/01/05,03
1660,0.0,2019/01/05,04
1661,0.0,2019/01/05,05
1656,0.0,2019/01/05,00
1663,0.0,2019/01/05,07
1667,112.66666670000001,2019/01/05,11
1664,0.0,2019/01/05,08
1665,30.13333333,2019/01/05,09
1662,0.0,2019/01/05,06
1693,2456.8916670000003,2019/01/06,13
1702,0.0,2019/01/06,22
1701,0.0,2019/01/06,21
1700,0.0,2019/01/06,20
1699,0.0,2019/01/06,19
1698,0.0,2019/01/06,18
1697,0.0,2019/01/06,17
1696,0.0,2019/01/06,16
1695,740.2277778,2019/01/06,15
1694,1494.058333,2019/01/06,14
1692,2011.702778,2019/01/06,12
1703,0.0,2019/01/06,23
1690,1357.883333,2019/01/06,10
1680,0.0,2019/01/06,00
1681,0.0,2019/01/06,01
1682,0.0,2019/01/06,02
1683,0.0,2019/01/06,03
1684,0.0,2019/01/06,04
1691,1968.775,2019/01/06,11
1686,0.0,2019/01/06,06
1687,0.0,2019/01/06,07
1688,0.0,2019/01/06,08
1689,425.8888888999999,2019/01/06,09
1685,0.0,2019/01/06,05
1717,1353.861111,2019/01/07,13
1718,793.3638889,2019/01/07,14
1719,301.3583333,2019/01/07,15
1720,0.0,2019/01/07,16
1721,0.0,2019/01/07,17
1723,0.0,2019/01/07,19
1724,0.0,2019/01/07,20
1725,0.0,2019/01/07,21
1726,0.0,2019/01/07,22
1716,1917.513889,2019/01/07,12
1722,0.0,2019/01/07,18
1727,0.0,2019/01/07,23
1715,1109.5805560000001,2019/01/07,11
1713,211.2944444,2019/01/07,09
1712,0.441666667,2019/01/07,08
1711,0.0,2019/01/07,07
1710,0.0,2019/01/07,06
1709,0.0,2019/01/07,05
1708,0.0,2019/01/07,04
1707,0.0,2019/01/07,03
1706,0.0,2019/01/07,02
1705,0.0,2019/01/07,01
1704,0.0,2019/01/07,00
1714,809.9138889,2019/01/07,10
1742,446.8,2019/01/08,14
1743,531.7666667,2019/01/08,15
1744,258.1777778,2019/01/08,16
