1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.4138889,1729.738889,3404.872222,2901.155989,0.0,369.10555560000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.575,851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003,950.875
851.3333332999998,16.70555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2,0.0,2926.988889,0.0,900.3833332999999,2824.1083329999997,0.0,0.0,0.0,0.0,0.0,0.0,0.425,472.91944440000003,950.875,0.0,0.0,0.0,0.0,0.0,0.0,328.4194444,1824.9944440000002,1284.366667,1642.25,1854.011111,0.0,794.8222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.4361111000001,1793.4333329999997
0.0,0.0,0.0,0.0,0.0,0.0,328.4194444,1824.9944440000002,1284.366667,1642.25,1854.011111,0.0,794.8222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.4361111000001,1793.4333329999997,1333.213889,0.0,0.0,0.0,0.0,0.0,0.0,550.2583333,646.9916667,567.4111111000001,1951.4166670000002,0.0,1500.488889,0.0,0.0,0.0,0.0,0.0,1924.463889,0.0,0.0,162.725,1329.194444,0.0
1333.213889,0.0,0.0,0.0,0.0,0.0,0.0,550.2583333,646.9916667,567.4111111000001,1951.4166670000002,0.0,1500.488889,0.0,0.0,0.0,0.0,0.0,1924.463889,0.0,0.0,162.725,1329.194444,0.0,3557.033333,2848.9833329999997,1294.0805560000001,19.42222222,0.0,0.0,0.0,0.0,0.0,3816.338889,0.0,0.0,3789.961111,1224.0777779999999,17.77777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.275
3557.033333,2848.9833329999997,1294.0805560000001,19.42222222,0.0,0.0,0.0,0.0,0.0,3816.338889,0.0,0.0,3789.961111,1224.0777779999999,17.77777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.275,830.3509749,60.45555556,0.472222222,0.0,2001.733333,0.0,0.0,0.0,0.0,0.0,2090.963889,0.0,1242.597222,0.0,0.0,0.0,0.0,0.0,1059.002778,0.0,0.0,0.0,524.0111111,0.0
830.3509749,60.45555556,0.472222222,0.0,2001.733333,0.0,0.0,0.0,0.0,0.0,2090.963889,0.0,1242.597222,0.0,0.0,0.0,0.0,0.0,1059.002778,0.0,0.0,0.0,524.0111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.630556,2633.7666670000003,2563.622222,489.125,1656.261111,1869.061111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.458333,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.630556,2633.7666670000003,2563.622222,489.125,1656.261111,1869.061111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.458333,0.0,1088.433333,711.4194444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.7555559999998,0.0,1054.488889,0.0,205.375,327.09722220000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.622222
1088.433333,711.4194444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.7555559999998,0.0,1054.488889,0.0,205.375,327.09722220000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.622222,1748.9666670000001,1986.4138890000002,1351.447222,173.8138889,0.0,0.0,0.0,0.0,0.0,2051.025,0.0,0.0,1932.105556,673.1277778,0.0,0.0,0.0,0.0,1402.013889,0.0,0.0,0.0,3.0305555560000004,0.0
1748.9666670000001,1986.4138890000002,1351.447222,173.8138889,0.0,0.0,0.0,0.0,0.0,2051.025,0.0,0.0,1932.105556,673.1277778,0.0,0.0,0.0,0.0,1402.013889,0.0,0.0,0.0,3.0305555560000004,0.0,2349.658333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.252778,2338.333333,3120.6333329999998,0.0,2567.5083329999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.7666667000001,1772.9777780000002,0.0
2349.658333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.252778,2338.333333,3120.6333329999998,0.0,2567.5083329999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.7666667000001,1772.9777780000002,0.0,0.0,1670.352778,440.52777779999997,0.0,0.0,2557.380556,0.0,0.0,0.0,0.0,0.0,3231.191667,0.0,1011.6305560000001,301.7388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155.966667
